Downloading: "https://download.pytorch.org/models/resnet18-f37072fd.pth" to C:\cygwin64\home\×Ð×ÐÓã/.cache\torch\hub\checkpoints\resnet18-f37072fd.pth
Epoch  1 Loss:  12.53015524148941
Epoch  2 Loss:  11.539471328258514
Epoch  3 Loss:  10.734380662441254
Epoch  4 Loss:  9.541307926177979
Epoch  5 Loss:  9.319736748933792
Epoch  6 Loss:  8.511532187461853
Epoch  7 Loss:  8.27096202969551
Epoch  8 Loss:  7.859463483095169
Epoch  9 Loss:  7.637840151786804
Epoch  10 Loss:  7.851678371429443
Epoch  11 Loss:  7.6670321226119995
Epoch  12 Loss:  6.891040414571762
Epoch  13 Loss:  7.302255362272263
Epoch  14 Loss:  7.588427662849426
Epoch  15 Loss:  7.6096020340919495
Epoch 
 16 Loss:  6.676185995340347
Epoch  17 Loss:  6.613113820552826
Epoch  18 Loss:  6.659194320440292
Epoch  19 Loss:  6.535590320825577
Training time: 26.996718406677246
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  21
Epoch  0 Loss:  -10.377151846885681
Epoch  1 Loss:  -11.369273900985718
Epoch  2 Loss:  -12.336041390895844
Epoch  3 Loss:  -13.508490204811096
Epoch  4 Loss:  -14.262973248958588
Epoch  5 Loss:  -16.064957320690155
Epoch  6 Loss:  -16.379941880702972
Epoch  7 Loss:  -17.753161907196045
Epoch  8 Loss:  -18.171174466609955
Epoch  9 Loss:  -18.368085503578186
Epoch  10 Loss:  -18.440493285655975
Epoch  11 Loss:  -19.301143050193787
Epoch  12 Loss:  -19.319986879825592
Epoch  13 Loss:  -19.107077300548553
Epoch  14 Loss:  -19.453332781791687
Epoch  15 Loss:  -19.563152492046356
Epoch  16 Loss:  -19.077658116817474
Epoch  17 Loss:  -19.018621385097504
Epoch  18 Loss:  -19.78320199251175
Epoch  19 Loss:  -19.291197657585144
Training time: 28.98128914833069
val acc:  tensor(0.9500, device='cuda:0')
Parameter Setting:  22
Epoch  0 Loss:  13.632932841777802
Epoch  1 Loss:  12.906133472919464
Epoch  2 Loss:  12.07411652803421
Epoch  3 Loss:  10.977063000202179
Epoch  4 Loss:  9.665723353624344
Epoch  5 Loss:  9.319557756185532
Epoch  6 Loss:  8.122499257326126
Epoch  7 Loss:  8.257239311933517
Epoch  8 Loss:  8.014796316623688
Epoch  9 Loss:  7.464063972234726
Epoch  10 Loss:  7.256906747817993
Epoch  11 Loss:  7.337901532649994
Epoch  12 Loss:  6.916438817977905
Epoch  13 Loss:  7.450003236532211
Epoch  14 Loss:  7.288777023553848
Epoch  15 Loss:  6.931762009859085
Epoch  16 Loss:  7.747614353895187
Epoch  17 Loss:  6.662811428308487
Epoch  18 Loss:  7.032244622707367
Epoch  19 Loss:  6.64875528216362
Epoch  20 Loss:  7.370121717453003
Epoch  21 Loss:  6.576327443122864
Epoch  22 Loss:  6.561912685632706
Epoch  23 Loss:  6.449805557727814
Epoch  24 Loss:  6.51761981844902
Epoch  25 Loss:  6.385302871465683
Epoch  26 Loss:  6.539069294929504
Epoch  27 Loss:  6.516377389431
Epoch  28 Loss:  6.358170419931412
Epoch  29 Loss:  6.448157101869583
Training time: 41.78398156166077
val acc:  tensor(1., device='cuda:0')
Parameter Setting:  23
Epoch  0 Loss:  -10.135152131319046
Epoch  1 Loss:  -11.284271836280823
Epoch  2 Loss:  -12.740905821323395
Epoch  3 Loss:  -13.696037709712982
Epoch  4 Loss:  -14.608545958995819
Epoch  5 Loss:  -15.275302082300186
Epoch  6 Loss:  -16.78650039434433
Epoch  7 Loss:  -16.940799057483673
Epoch  8 Loss:  -17.79283481836319
Epoch  9 Loss:  -17.89098435640335
Epoch  10 Loss:  -18.244389235973358
Epoch  11 Loss:  -18.6490620970726
Epoch  12 Loss:  -18.462272137403488
Epoch  13 Loss:  -18.563759446144104
Epoch  14 Loss:  -19.32268476486206
Epoch  15 Loss:  -19.402945816516876
Epoch  16 Loss:  -19.095349550247192
Epoch  17 Loss:  -18.991538286209106
Epoch  18 Loss:  -19.02649188041687
Epoch  19 Loss:  -19.249267578125
Epoch  20 Loss:  -19.670515179634094
Epoch  21 Loss:  -19.509896159172058
Epoch  22 Loss:  -19.72800886631012
Epoch  23 Loss:  -19.321320235729218
Epoch  24 Loss:  -18.94218075275421
Epoch  25 Loss:  -19.322060346603394
Epoch  26 Loss:  -19.23635309934616
Epoch  27 Loss:  -19.297811031341553
Epoch  28 Loss:  -19.703330636024475
Epoch  29 Loss:  -19.866774022579193
Training time: 42.15559649467468
val acc:  tensor(1., device='cuda:0')
Best Loss Record [9.906258374452591, 10.046567767858505, 11.274479120969772, 10.129723370075226, 8.681421309709549, 10.335718750953674, 9.933183401823044, 8.402258425951004, 8.530503571033478, 9.002842009067535]
Best Parameter Setting {'learning_rate': 0.001, 'num_epochs': 10, 'criterion': CrossEntropyLoss()}
Test Prob: tensor([[9.6136e-01, 3.8642e-02],
        [9.9990e-01, 9.5260e-05],
        [2.8099e-07, 1.0000e+00],
        [9.9990e-01, 9.5218e-05],
        [6.3643e-03, 9.9364e-01],
        [7.5242e-06, 9.9999e-01],
        [9.9993e-01, 6.5075e-05],
        [1.5847e-06, 1.0000e+00],
        [1.5106e-05, 9.9998e-01],
        [9.9989e-01, 1.0645e-04]], device='cuda:0', grad_fn=<SoftmaxBackward0>)
Test Result: [0 0 1 0 1 1 0 1 1 0]
Accuracy Result: 1.0
